"$150,000 or more",9
"$75,000 to $99,999",9
999,9.5
"$10,000 to $24,999",10
999,9
"$100,000 to $149,999",9
"$50,000 to $74,999",9
"$100,000 to $149,999",6
"$75,000 to $99,999",10
999,10
"Less than $10,000",1
"$75,000 to $99,999",7
999,9
"$25,000 to $49,999",7
"$50,000 to $74,999",3
"$25,000 to $49,999",8
"$25,000 to $49,999",10
"$100,000 to $149,999",7
"$25,000 to $49,999",6
"$10,000 to $24,999",6
"$50,000 to $74,999",9
"Less than $10,000",10
"$100,000 to $149,999",9
"$25,000 to $49,999",10
"$50,000 to $74,999",8.5
"$150,000 or more",8
"$100,000 to $149,999",7
999,7
"$75,000 to $99,999",10
999,9
"$25,000 to $49,999",7
"$75,000 to $99,999",5
"$75,000 to $99,999",5
"$10,000 to $24,999",8
999,6
"$75,000 to $99,999",7
"$75,000 to $99,999",7
"$25,000 to $49,999",7
"$100,000 to $149,999",8
"$25,000 to $49,999",9
999,10
"$10,000 to $24,999",9
999,8
"$10,000 to $24,999",7
999,8
"$75,000 to $99,999",7
999,10
"$25,000 to $49,999",4
"$150,000 or more",6
"$50,000 to $74,999",10
"Less than $10,000",10
"$25,000 to $49,999",7
"$150,000 or more",8
999,8
"$25,000 to $49,999",9
"$50,000 to $74,999",5
"$100,000 to $149,999",8
"$50,000 to $74,999",8
999,10
"$10,000 to $24,999",7
"$75,000 to $99,999",9
"$25,000 to $49,999",7
"$10,000 to $24,999",6
"$50,000 to $74,999",7
"$100,000 to $149,999",8
"$75,000 to $99,999",10
"Less than $10,000",10
"$10,000 to $24,999",10
"$10,000 to $24,999",10
999,5
"$25,000 to $49,999",8
"$50,000 to $74,999",10
"$100,000 to $149,999",9
"$10,000 to $24,999",1
"$25,000 to $49,999",8
"$25,000 to $49,999",10
"Less than $10,000",1
"Less than $10,000",8
"$50,000 to $74,999",8
"$150,000 or more",9
"$150,000 or more",5
999,7
"$100,000 to $149,999",7
"$10,000 to $24,999",5
999,9
"$150,000 or more",7
"$100,000 to $149,999",9
"$50,000 to $74,999",8
"$10,000 to $24,999",8
"$25,000 to $49,999",8
999,7
"Less than $10,000",10
999,5
"Less than $10,000",6
"$100,000 to $149,999",10
999,9
999,8
"$50,000 to $74,999",10
"$100,000 to $149,999",8
999,10
999,10
"$75,000 to $99,999",6
"$50,000 to $74,999",8
"$100,000 to $149,999",9
"$50,000 to $74,999",9
999,7
"$75,000 to $99,999",8
"$75,000 to $99,999",10
"$100,000 to $149,999",7
"$25,000 to $49,999",8
"$25,000 to $49,999",5
999,5
"$150,000 or more",7
"$10,000 to $24,999",7
"$150,000 or more",10
"$75,000 to $99,999",7
999,8
"$150,000 or more",7
"$75,000 to $99,999",10
"$150,000 or more",7
"$100,000 to $149,999",7
"$25,000 to $49,999",10
"$50,000 to $74,999",7
"$25,000 to $49,999",10
"$50,000 to $74,999",8
"$50,000 to $74,999",8
999,8
"$50,000 to $74,999",7
"$150,000 or more",8
"$75,000 to $99,999",9
"$150,000 or more",9
"$25,000 to $49,999",6
"$50,000 to $74,999",7
"$25,000 to $49,999",8
"$50,000 to $74,999",10
"Less than $10,000",2
"$100,000 to $149,999",9
"$150,000 or more",9
"$100,000 to $149,999",8
"$50,000 to $74,999",9
"$100,000 to $149,999",7
"$100,000 to $149,999",10
"$150,000 or more",9
"$150,000 or more",8
"$75,000 to $99,999",10
"$100,000 to $149,999",10
"$25,000 to $49,999",6
"$25,000 to $49,999",8
"$25,000 to $49,999",7
"$25,000 to $49,999",10
"$100,000 to $149,999",8
"$25,000 to $49,999",8
999,6
999,9
"$75,000 to $99,999",8
999,6
"$100,000 to $149,999",6
"$75,000 to $99,999",6
"$150,000 or more",9
999,1
"$25,000 to $49,999",7
"$50,000 to $74,999",8
"$10,000 to $24,999",5
"$75,000 to $99,999",9
"$50,000 to $74,999",8
"$150,000 or more",8
"$100,000 to $149,999",9
999,10
"$75,000 to $99,999",9
"$100,000 to $149,999",8
"$100,000 to $149,999",5
"$75,000 to $99,999",9
"$100,000 to $149,999",10
"$150,000 or more",9
"$75,000 to $99,999",8
"$25,000 to $49,999",7
"$100,000 to $149,999",8
"$150,000 or more",1
"$25,000 to $49,999",9
"$50,000 to $74,999",6
"$50,000 to $74,999",7
"$150,000 or more",9
"$50,000 to $74,999",10
"$100,000 to $149,999",9
"$75,000 to $99,999",10
"$100,000 to $149,999",9
"$150,000 or more",9
"$150,000 or more",8
"$75,000 to $99,999",6
"$25,000 to $49,999",10
"$10,000 to $24,999",6
"$75,000 to $99,999",6
"$50,000 to $74,999",7
999,8
"$75,000 to $99,999",10
"$150,000 or more",8
"$50,000 to $74,999",8
999,9
999,9
999,5
"$100,000 to $149,999",6
999,10
"$75,000 to $99,999",9
"$100,000 to $149,999",10
"$100,000 to $149,999",8
"$25,000 to $49,999",8
"$100,000 to $149,999",8
"$50,000 to $74,999",7
"Less than $10,000",9
"$10,000 to $24,999",10
"$100,000 to $149,999",6
"$10,000 to $24,999",7
999,10
"$150,000 or more",8
999,8
"$50,000 to $74,999",6
"$75,000 to $99,999",7
999,7
"$75,000 to $99,999",7
"$50,000 to $74,999",999
"$50,000 to $74,999",9
999,8
999,9
"$10,000 to $24,999",8
"$100,000 to $149,999",8
999,8
"$25,000 to $49,999",10
"$150,000 or more",8
"$100,000 to $149,999",10
"$50,000 to $74,999",8
"$25,000 to $49,999",9
"$150,000 or more",10
"$100,000 to $149,999",9
999,10
999,10
"$25,000 to $49,999",8
"$50,000 to $74,999",10
"$50,000 to $74,999",8
"$100,000 to $149,999",7
"$150,000 or more",8
"$150,000 or more",8
999,9
"$100,000 to $149,999",8
"$25,000 to $49,999",9
"$25,000 to $49,999",10
"$25,000 to $49,999",7
"$100,000 to $149,999",8
"$150,000 or more",8
"$75,000 to $99,999",7
999,7
999,8
999,8
"$150,000 or more",8
"$25,000 to $49,999",5
"$75,000 to $99,999",10
"$100,000 to $149,999",7
"$100,000 to $149,999",9
"$10,000 to $24,999",1
"$25,000 to $49,999",8
"$10,000 to $24,999",10
"$25,000 to $49,999",5
"$50,000 to $74,999",9
"$150,000 or more",10
999,7
"$100,000 to $149,999",8
"$25,000 to $49,999",6
"$25,000 to $49,999",7
"$50,000 to $74,999",8
"$100,000 to $149,999",7
"$50,000 to $74,999",8
999,10
"$50,000 to $74,999",9
"$25,000 to $49,999",10
"$25,000 to $49,999",7
999,7
"$150,000 or more",1
"$75,000 to $99,999",9
"$25,000 to $49,999",8
"$150,000 or more",10
"$150,000 or more",9
"$25,000 to $49,999",3
"$50,000 to $74,999",8
"$50,000 to $74,999",8
"$100,000 to $149,999",9
"$75,000 to $99,999",6
"$75,000 to $99,999",8
"$50,000 to $74,999",6
"$150,000 or more",6
"$25,000 to $49,999",6
"$25,000 to $49,999",9
"$50,000 to $74,999",7
"$50,000 to $74,999",7
"$150,000 or more",9
"$150,000 or more",10
999,3
"$10,000 to $24,999",10
"$150,000 or more",8
999,8
"$150,000 or more",10
"$100,000 to $149,999",9
"$150,000 or more",9
"$50,000 to 74,999",8
"$150,000 or more",10
"$100,000 to $149,999",1
"$25,000 to $49,999",6
999,6
"$10,000 to $24,999",10
"$25,000 to $49,999",7
"$150,000 or more",10
"$50,000 to 74,999",10
"$150,000 or more",7
"$150,000 or more",10
"$75,000 to $99,999",10
"$75,000 to $99,999",9
"$75,000 to $99,999",6
"$75,000 to $99,999",9
"$75,000 to $99,999",7
"$50,000 to 74,999",7
"$75,000 to $99,999",8
"$75,000 to $99,999",8
"$75,000 to $99,999",5
"$50,000 to 74,999",10
"$100,000 to $149,999",7
"$25,000 to $49,999",7
"$100,000 to $149,999",8
"$75,000 to $99,999",7
"$75,000 to $99,999",7
999,8
"$25,000 to $49,999",5
"$150,000 or more",8
"$50,000 to 74,999",5
"$10,000 to $24,999",10
999,7
"$25,000 to $49,999",6
"$50,000 to 74,999",7
"$10,000 to $24,999",7
"$50,000 to 74,999",6
"$25,000 to $49,999",8
"$150,000 or more",8
"$25,000 to $49,999",10
"$100,000 to $149,999",1
"$150,000 or more",7
999,6
"$100,000 to $149,999",6
"$100,000 to $149,999",6
"$150,000 or more",5
"Less than $10,000",10
"$150,000 or more",8
"$50,000 to 74,999",8
"$100,000 to $149,999",7
"$75,000 to $99,999",8
"$25,000 to $49,999",1
"$25,000 to $49,999",8
"$100,000 to $149,999",8
"$100,000 to $149,999",9
"$100,000 to $149,999",7
"$150,000 or more",7
"$10,000 to $24,999",8
999,9
999,10
"$100,000 to $149,999",9
"$75,000 to $99,999",8
"$100,000 to $149,999",7
"$150,000 or more",8
"$150,000 or more",10
"$10,000 to $24,999",6
999,9
"$150,000 or more",7
"$150,000 or more",9
"$150,000 or more",8
"$75,000 to $99,999",8
"$150,000 or more",8
"$10,000 to $24,999",10
"$100,000 to $149,999",10
"$150,000 or more",7
"$25,000 to $49,999",6
"$75,000 to $99,999",6
"$100,000 to $149,999",9
"$150,000 or more",8
"$50,000 to 74,999",3
"$50,000 to 74,999",8
"$100,000 to $149,999",9
"$25,000 to $49,999",7
"$25,000 to $49,999",6
"$50,000 to 74,999",8
"Less than $10,000",10
"$150,000 or more",9
"$25,000 to $49,999",8
999,6
"Less than $10,000",9
"$150,000 or more",9
"$100,000 to $149,999",9
"$100,000 to $149,999",9
"$25,000 to $49,999",10
"$150,000 or more",8
"$75,000 to $99,999",10
"$75,000 to $99,999",10
"$100,000 to $149,999",8
999,999
999,10
"$150,000 or more",8
"$100,000 to $149,999",4
"$150,000 or more",8
"$100,000 to $149,999",7
"$100,000 to $149,999",8
"$10,000 to $24,999",2
"$25,000 to $49,999",9
"$150,000 or more",9
"$150,000 or more",9
"$25,000 to $49,999",8
"$100,000 to $149,999",9
"$100,000 to $149,999",8
"$100,000 to $149,999",10
"$150,000 or more",7
"$75,000 to $99,999",4
"$150,000 or more",8
999,8
"$50,000 to 74,999",8
999,10
"Less than $10,000",8
"$25,000 to $49,999",7
"$10,000 to $24,999",8
"$150,000 or more",7
"$25,000 to $49,999",9
"$100,000 to $149,999",8
"$150,000 or more",9
"$75,000 to $99,999",8
"$75,000 to $99,999",1
"$150,000 or more",6
"$150,000 or more",7
"$10,000 to $24,999",6
"$100,000 to $149,999",4
"$75,000 to $99,999",4
"$150,000 or more",10
"$50,000 to 74,999",10
"$50,000 to 74,999",5
"$75,000 to $99,999",9
"$25,000 to $49,999",10
"$25,000 to $49,999",8
"$25,000 to $49,999",6
"$75,000 to $99,999",7
"$100,000 to $149,999",6
"$150,000 or more",9
"$25,000 to $49,999",7
"$25,000 to $49,999",6
"$75,000 to $99,999",7
"$100,000 to $149,999",10
"$25,000 to $49,999",999
"$50,000 to 74,999",8
"$50,000 to 74,999",5
"$75,000 to $99,999",5
"$50,000 to 74,999",8
"$75,000 to $99,999",9
"$50,000 to 74,999",5
"$150,000 or more",10
"$25,000 to $49,999",3
999,8
"$75,000 to $99,999",5
"$75,000 to $99,999",8
"$100,000 to $149,999",7
"$25,000 to $49,999",9
999,8
"Less than $10,000",10
"$150,000 or more",8
"$10,000 to $24,999",6
"$150,000 or more",7
"$150,000 or more",7
"$150,000 or more",7
999,9
"$150,000 or more",5
999,5
"$150,000 or more",9
"$75,000 to $99,999",10
"$75,000 to $99,999",10
"$25,000 to $49,999",7
"$50,000 to 74,999",8
"$50,000 to 74,999",8
"$100,000 to $149,999",7
"$150,000 or more",8
"$150,000 or more",6
999,10
"$75,000 to $99,999",7
"$25,000 to $49,999",10
"Less than $10,000",10
"$150,000 or more",10
"$50,000 to 74,999",7
"$75,000 to $99,999",9
"$100,000 to $149,999",9
"$100,000 to $149,999",10
"$150,000 or more",8
"$100,000 to $149,999",7
"$150,000 or more",4
"$10,000 to $24,999",6
"$75,000 to $99,999",9
"$100,000 to $149,999",8
"$50,000 to 74,999",8
"$50,000 to 74,999",8
"$100,000 to $149,999",8
"$75,000 to $99,999",7
999,9
"$10,000 to $24,999",10
"$100,000 to $149,999",8
"$150,000 or more",3
"$25,000 to $49,999",9
"$75,000 to $99,999",6
"$100,000 to $149,999",8
"$50,000 to 74,999",6
"$25,000 to $49,999",8
"$50,000 to 74,999",9
999,10
999,7
"$100,000 to $149,999",8
"$50,000 to 74,999",9
"$100,000 to $149,999",8
"$10,000 to $24,999",10
"$50,000 to 74,999",10
"Less than $10,000",7
"$25,000 to $49,999",5
"$25,000 to $49,999",10
"Less than $10,000",1
"$150,000 or more",7
"$100,000 to $149,999",9
"Less than $10,000",10
"$25,000 to $49,999",2
"$100,000 to $149,999",8
"$75,000 to $99,999",6
"$50,000 to 74,999",5
"$150,000 or more",7
"$150,000 or more",10
"Less than $10,000",9
"$100,000 to $149,999",7
"$150,000 or more",7
"$100,000 to $149,999",7
"$75,000 to $99,999",5
"$25,000 to $49,999",6
"$10,000 to $24,999",7
"$100,000 to $149,999",8
"$100,000 to $149,999",8
"$100,000 to $149,999",9
"$75,000 to $99,999",7
999,10
"$75,000 to $99,999",9
"$100,000 to $149,999",8
"$50,000 to 74,999",7
"$100,000 to $149,999",8
999,7
"$75,000 to $99,999",10
999,10
999,9
999,3
"$25,000 to $49,999",10
"$150,000 or more",8
"$25,000 to $49,999",10
"$25,000 to $49,999",5
"$25,000 to $49,999",1
"$50,000 to 74,999",7
999,10
"$100,000 to $149,999",6
"$100,000 to $149,999",8
"$10,000 to $24,999",4
"$10,000 to $24,999",10
"$100,000 to $149,999",8
"$50,000 to 74,999",7
"$10,000 to $24,999",10
"$50,000 to 74,999",10
"$75,000 to $99,999",10
"$100,000 to $149,999",6
"$100,000 to $149,999",8
"$25,000 to $49,999",10
"$25,000 to $49,999",3
"$150,000 or more",8
"$50,000 to 74,999",9
"$50,000 to 74,999",9
"Less than $10,000",3
"$100,000 to $149,999",5
"$100,000 to $149,999",8
"$25,000 to $49,999",8
999,5
"Less than $10,000",10
"$150,000 or more",8
999,7
"$25,000 to $49,999",8
"$75,000 to $99,999",7
"$50,000 to 74,999",8
"$50,000 to 74,999",9
"$50,000 to 74,999",8
"$150,000 or more",9
"$75,000 to $99,999",7
"$150,000 or more",9
"$100,000 to $149,999",10
"$50,000 to 74,999",4
"$100,000 to $149,999",8
"$100,000 to $149,999",8
"$150,000 or more",8
"$25,000 to $49,999",8
"$150,000 or more",3
"$150,000 or more",9
"$150,000 or more",6
"$25,000 to $49,999",10
"$150,000 or more",3
999,7
"$150,000 or more",8
"$150,000 or more",10
"$25,000 to $49,999",6
"$100,000 to $149,999",8
"$25,000 to $49,999",7
"$75,000 to $99,999",7
"$10,000 to $24,999",999
"$150,000 or more",10
"$150,000 or more",7
999,999
999,10
"$150,000 or more",9
"$50,000 to 74,999",5
"$100,000 to $149,999",7
"$150,000 or more",7
"$75,000 to $99,999",7
"Less than $10,000",5
"$10,000 to $24,999",9
"$25,000 to $49,999",6
"$150,000 or more",7
999,8
999,1
"$50,000 to 74,999",10
"$50,000 to 74,999",9
"$25,000 to $49,999",8
"$25,000 to $49,999",7
"$25,000 to $49,999",4
"$50,000 to 74,999",9
"$75,000 to $99,999",7
"$150,000 or more",9
999,10
"$50,000 to 74,999",6
"$150,000 or more",9
"$75,000 to $99,999",6
"$25,000 to $49,999",5
"$150,000 or more",8
"$150,000 or more",8
"$150,000 or more",9
"$25,000 to $49,999",8
"$25,000 to $49,999",9
"$100,000 to $149,999",7
"$150,000 or more",9
999,7
"$150,000 or more",6
"$75,000 to $99,999",8
"$25,000 to $49,999",9
"$100,000 to $149,999",7
"$10,000 to $24,999",10
999,1
"$100,000 to $149,999",8
"$10,000 to $24,999",8
999,10
"$50,000 to 74,999",8
"$50,000 to 74,999",7
"$50,000 to 74,999",8
"$75,000 to $99,999",7
"$100,000 to $149,999",7
"$150,000 or more",8
"$25,000 to $49,999",8
999,999
"$150,000 or more",6
999,7
"$75,000 to $99,999",7
"$25,000 to $49,999",8
"$25,000 to $49,999",10
"$75,000 to $99,999",999
"$75,000 to $99,999",6
"Less than $10,000",7
"$150,000 or more",6
"$25,000 to $49,999",8
"$25,000 to $49,999",9
"$50,000 to 74,999",8
999,9
"$150,000 or more",7
"$100,000 to $149,999",7
"$50,000 to 74,999",7
"$150,000 or more",7
"$25,000 to $49,999",7
999,10
999,8
"$10,000 to $24,999",7
"$25,000 to $49,999",8
999,999
"$150,000 or more",7
999,7
"$25,000 to $49,999",6
"$150,000 or more",8
"Less than $10,000",1
"$25,000 to $49,999",7
"$150,000 or more",8
"$25,000 to $49,999",8
"$100,000 to $149,999",1
"$25,000 to $49,999",8
"$100,000 to $149,999",8
"$75,000 to $99,999",10
"$75,000 to $99,999",8
"$150,000 or more",8
"$75,000 to $99,999",8
"$100,000 to $149,999",3
"$25,000 to $49,999",9
999,9
"$50,000 to 74,999",7
"$100,000 to $149,999",10
"$150,000 or more",10
"$50,000 to 74,999",8
999,7
"$75,000 to $99,999",6
"$150,000 or more",7
"$75,000 to $99,999",7
"$150,000 or more",9
"$150,000 or more",7
"$100,000 to $149,999",10
"$100,000 to $149,999",9
"$100,000 to $149,999",10
"$50,000 to 74,999",7
999,10
999,8
999,2
"$100,000 to $149,999",10
"$50,000 to 74,999",7
"$10,000 to $24,999",999
999,7
"$150,000 or more",6
"$25,000 to $49,999",9
"$150,000 or more",9
"$100,000 to $149,999",5
"$50,000 to 74,999",6
"$75,000 to $99,999",4
999,9
"$150,000 or more",8
"$150,000 or more",7
"$75,000 to $99,999",9
"$100,000 to $149,999",10
"$100,000 to $149,999",8
"$150,000 or more",10
"$10,000 to $24,999",10
"$25,000 to $49,999",7
999,9
"$25,000 to $49,999",8
"$150,000 or more",9
999,9
"Less than $10,000",4
"$25,000 to $49,999",10
"$75,000 to $99,999",4
"$100,000 to $149,999",6
"$150,000 or more",9
"$150,000 or more",10
"$25,000 to $49,999",10
"$100,000 to $149,999",3
"$150,000 or more",8
"$50,000 to 74,999",7
"$100,000 to $149,999",7
"$25,000 to $49,999",9
"$25,000 to $49,999",4
"$25,000 to $49,999",5
"$100,000 to $149,999",8
999,8
"$150,000 or more",7
"$150,000 or more",10
"$150,000 or more",9
"$25,000 to $49,999",6
999,4
"$75,000 to $99,999",10
"$100,000 to $149,999",8
"$75,000 to $99,999",8
"$75,000 to $99,999",7
"$50,000 to 74,999",8
999,7
"$100,000 to $149,999",6
"$75,000 to $99,999",9
"$75,000 to $99,999",8
"$150,000 or more",9
"$150,000 or more",10
"$50,000 to 74,999",9
"$75,000 to $99,999",7
"$50,000 to 74,999",9
"$25,000 to $49,999",9
"$25,000 to $49,999",5
"$10,000 to $24,999",6
"$100,000 to $149,999",8
"$50,000 to 74,999",9
"$75,000 to $99,999",9
999,9
"$10,000 to $24,999",7
"$75,000 to $99,999",8
"$25,000 to $49,999",9
999,5
"$150,000 or more",10
"$150,000 or more",5
999,9
"$150,000 or more",8
999,10
"$100,000 to $149,999",7
"$50,000 to 74,999",8
"$25,000 to $49,999",10
"$50,000 to 74,999",6
"$100,000 to $149,999",7
"$50,000 to 74,999",8
"$75,000 to $99,999",7
999,9
"$100,000 to $149,999",7
"$75,000 to $99,999",6
"$25,000 to $49,999",6
"$50,000 to 74,999",1
"$100,000 to $149,999",8
"$50,000 to 74,999",8
"$25,000 to $49,999",10
"Less than $10,000",8
"$75,000 to $99,999",8
"$75,000 to $99,999",5
999,10
999,8
"$150,000 or more",10
"$25,000 to $49,999",4
"$100,000 to $149,999",9
"$50,000 to 74,999",1
"$75,000 to $99,999",9
"$25,000 to $49,999",6
999,2
"$150,000 or more",10
"$25,000 to $49,999",9
"$150,000 or more",7
"$50,000 to 74,999",8
"$25,000 to $49,999",8
"$25,000 to $49,999",5
"$25,000 to $49,999",10
"$10,000 to $24,999",3
"$150,000 or more",8
999,9
"$100,000 to $149,999",8
"$100,000 to $149,999",9
"$25,000 to $49,999",5
"$25,000 to $49,999",10
"$100,000 to $149,999",6
"$150,000 or more",6
"$150,000 or more",8
"$25,000 to $49,999",7
"$10,000 to $24,999",7
"$100,000 to $149,999",7
"$100,000 to $149,999",10
"$50,000 to 74,999",10
"$10,000 to $24,999",8
"Less than $10,000",999
"$150,000 or more",10
"$10,000 to $24,999",9
"$75,000 to $99,999",8
"$10,000 to $24,999",6
"$100,000 to $149,999",4
"$10,000 to $24,999",6
"$100,000 to $149,999",8
"$10,000 to $24,999",9
"$100,000 to $149,999",7
"$50,000 to 74,999",7
"$25,000 to $49,999",10
999,8
"$100,000 to $149,999",7
"$75,000 to $99,999",7
999,8
"$75,000 to $99,999",9
"$150,000 or more",8
"$100,000 to $149,999",5
"$150,000 or more",9
"$50,000 to 74,999",8
999,10
"$100,000 to $149,999",10
"Less than $10,000",8
999,8
"$50,000 to 74,999",8
"$10,000 to $24,999",10
999,999
"$150,000 or more",9
"$50,000 to 74,999",8
"$25,000 to $49,999",10
"$150,000 or more",10
"$25,000 to $49,999",1
"$150,000 or more",8
"$25,000 to $49,999",7
"$150,000 or more",6
"$25,000 to $49,999",8
"$100,000 to $149,999",3
999,8
"$25,000 to $49,999",6
"$150,000 or more",7
"$150,000 or more",7
"$150,000 or more",10
"$25,000 to $49,999",7
"$75,000 to $99,999",8
999,9
"$50,000 to 74,999",8
999,10
"$50,000 to 74,999",10
"$100,000 to $149,999",10
999,8
"$150,000 or more",9
"$150,000 or more",3
"Less than $10,000",4
"$25,000 to $49,999",6
"$50,000 to 74,999",8
"$100,000 to $149,999",8
"$100,000 to $149,999",8
"$50,000 to 74,999",10
999,9
"$75,000 to $99,999",4
"$50,000 to 74,999",8
"$75,000 to $99,999",8
"$75,000 to $99,999",8
"$10,000 to $24,999",7
"$25,000 to $49,999",9
"$100,000 to $149,999",6
"$75,000 to $99,999",8
"$75,000 to $99,999",4
"$150,000 or more",7
"$25,000 to $49,999",8
"$25,000 to $49,999",5
"$150,000 or more",7
"$75,000 to $99,999",7
"$150,000 or more",8
"$25,000 to $49,999",6
"$75,000 to $99,999",7
"$25,000 to $49,999",9
"$50,000 to 74,999",9
"$75,000 to $99,999",8
999,6
"$100,000 to $149,999",6
"$150,000 or more",7
"Less than $10,000",999
"$75,000 to $99,999",9
"$50,000 to 74,999",4
"$150,000 or more",7
"$75,000 to $99,999",10
"$150,000 or more",9
"$150,000 or more",10
999,999
999,8
"$75,000 to $99,999",6
"$50,000 to 74,999",8
"$100,000 to $149,999",10
"$25,000 to $49,999",10
"$50,000 to 74,999",3
"$100,000 to $149,999",8
"$150,000 or more",9
"$50,000 to 74,999",8
"$10,000 to $24,999",9
"$150,000 or more",6
"$100,000 to $149,999",8
"$50,000 to 74,999",7
"$75,000 to $99,999",10
"$25,000 to $49,999",5
999,7
"$50,000 to 74,999",9
"$150,000 or more",5
"$75,000 to $99,999",8
"$25,000 to $49,999",999
"$150,000 or more",6
"$150,000 or more",5
"Less than $10,000",5
"$150,000 or more",8
"$75,000 to $99,999",8
"$100,000 to $149,999",6
"$75,000 to $99,999",8
"$75,000 to $99,999",8
"$10,000 to $24,999",3
"$100,000 to $149,999",8
"$25,000 to $49,999",9
"$25,000 to $49,999",10
"$50,000 to 74,999",7
"$150,000 or more",8
"$150,000 or more",8
"$25,000 to $49,999",10
"$150,000 or more",9
999,999
999,8
999,7
"$100,000 to $149,999",1
999,9
999,8
"$25,000 to $49,999",8
999,8
"$100,000 to $149,999",10
"$150,000 or more",8
999,7
"$100,000 to $149,999",8
"$150,000 or more",7
"$150,000 or more",8
"$100,000 to $149,999",6
"$75,000 to $99,999",8
999,9
"$10,000 to $24,999",5
"Less than $10,000",9
999,9
"$100,000 to $149,999",9
"$100,000 to $149,999",8
"$25,000 to $49,999",7
"$75,000 to $99,999",8
"$150,000 or more",8
"$75,000 to $99,999",8
"$100,000 to $149,999",6
"$150,000 or more",1
"$25,000 to $49,999",10
"$25,000 to $49,999",9
999,10
"$100,000 to $149,999",9
999,8
"$100,000 to $149,999",10
"$50,000 to 74,999",4
"$25,000 to $49,999",10
"$50,000 to 74,999",6
"$75,000 to $99,999",8
"$100,000 to $149,999",8
"$75,000 to $99,999",7
"$100,000 to $149,999",8
"$150,000 or more",9
"$50,000 to 74,999",10
"$75,000 to $99,999",6
"$150,000 or more",10
"$150,000 or more",8
"$100,000 to $149,999",6
"$150,000 or more",10
"$150,000 or more",7
"$10,000 to $24,999",6
"$100,000 to $149,999",9
"$50,000 to 74,999",6
"$150,000 or more",10
"$150,000 or more",8
"$150,000 or more",10
999,7
"$50,000 to 74,999",10
"$150,000 or more",8
"$10,000 to $24,999",5
"$75,000 to $99,999",7
"$75,000 to $99,999",6
"Less than $10,000",10
"$75,000 to $99,999",10
"$50,000 to 74,999",7
"$50,000 to 74,999",8
"$75,000 to $99,999",7
999,8
"$75,000 to $99,999",7
"$150,000 or more",9
"$150,000 or more",7
"$10,000 to $24,999",9
"$100,000 to $149,999",8
"$50,000 to 74,999",5
"$75,000 to $99,999",1
"$150,000 or more",7
"$150,000 or more",9
"$10,000 to $24,999",8
"$50,000 to 74,999",9
"$50,000 to 74,999",8
"$100,000 to $149,999",10
"$75,000 to $99,999",6
"$25,000 to $49,999",7
"$25,000 to $49,999",5
"$25,000 to $49,999",6
"$150,000 or more",10
"$10,000 to $24,999",6
"$25,000 to $49,999",9
"$100,000 to $149,999",6
"$75,000 to $99,999",1
"$150,000 or more",10
"$50,000 to 74,999",8
"$75,000 to $99,999",5
"$50,000 to 74,999",7
"$75,000 to $99,999",8
"$75,000 to $99,999",8
"$25,000 to $49,999",10
"$50,000 to 74,999",10
"$100,000 to $149,999",9
"$75,000 to $99,999",10
"$150,000 or more",8
999,7
"$75,000 to $99,999",9
"$100,000 to $149,999",9
"$25,000 to $49,999",9
"$50,000 to 74,999",8
"$10,000 to $24,999",6
"$75,000 to $99,999",6
999,7
